100
 334 272 249 74 188 186 77 263 323 100
 132 132 461 10 130 217 281 437 290 42
 371 410 21 474 18 468 212 19 379 41
 143 226 446 353 437 118 430 393 483 339
 165 53 87 295 321 53 124 226 298 34
 400 421 68 28 48 271 431 1 460 326
 88 111 211 75 324 31 19 237 153 229
 198 38 211 263 324 172 467 59 112 96
 36 217 248 333 357 131 51 45 276 494
 300 62 5 367 239 405 477 496 250 308
 436
 278 87 671 955 833 461 599 147 495 345
 590 225 290 884 581 931 470 546 424 454
 454 378 149 951 174 17 284 38 968 169
 318 102 560 494 772 782 833 862 69 537
 285 321 6 233 63 961 593 787 845 388
 298 746 117 446 520 996 741 520 302 543
 986 299 91 638 132 29 900 415 143 799
 295 373 210 392 549 556 226 799 504 582
 79 695 765 674 331 998 249 661 858 796
 59 203 555 979 397 376 634 46 780 619
 615
