100
 133 49 240 144 322 199 256 417 291 277
 388 204 376 136 311 78 91 308 182 441
 167 95 363 379 186 291 427 115 75 353
 187 120 78 25 111 434 219 174 11 153
 185 323 352 411 208 46 381 376 455 459
 56 394 257 309 118 362 385 420 310 262
 48 179 187 306 161 352 8 472 231 439
 380 261 376 263 281 366 69 127 43 475
 185 83 457 9 108 347 363 54 239 264
 190 32 78 375 221 140 170 45 341 100
 207
 110 249 57 192 9 796 558 326 144 625
 998 142 810 800 882 507 616 948 591 364
 732 16 389 353 950 888 506 857 344 605
 130 120 397 907 29 685 624 456 583 287
 257 137 233 879 397 585 233 170 179 213
 400 241 630 786 192 136 429 925 606 587
 369 751 889 371 605 881 436 653 170 327
 941 137 433 674 986 470 365 231 649 140
 371 134 380 601 416 666 633 744 519 183
 77 65 864 11 18 835 850 562 860 577
 999
